pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
TIC 393818343 b,TIC 393818343,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.24921,0.1291,12.184,1379.37529,806.0,,5756.0,1.09,1.08,93.7345,9.48,8.052,9.429071
TIC 46432937 b,TIC 46432937,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.44044527,0.02065,13.316,1017.0509,872.0,,3572.0,0.53,0.56,90.5369,14.268,10.195,13.433
TIC 4672985 b,TIC 4672985,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),69.048,0.33,11.5,4049.13391,517.0,,5757.0,1.15,1.01,253.385,11.501,9.97,11.4442
TOI-1052 b,TOI-1052,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.139703,0.09103,2.87,16.9,1135.0,,6146.0,1.26,1.2,129.804,9.511,8.246,9.39972
TOI-1052 c,TOI-1052,1,2,Radial Velocity,2023,Multiple Observatories,35.806,0.2263,6.48,34.3,719.0,,6146.0,1.26,1.2,129.804,9.511,8.246,9.39972
TOI-1062 b,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.11296,0.052,2.265,10.15,1077.0,G9 V,5328.0,0.84,0.94,82.1733,10.249,8.296,10.0008
TOI-1062 c,TOI-1062,1,2,Radial Velocity,2021,La Silla Observatory,7.972,0.08,3.1,9.78,859.0,G9 V,5328.0,0.84,0.94,82.1733,10.249,8.296,10.0008
TOI-1064 b,TOI-1064,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.443868,0.06152,2.587,13.5,784.0,,4734.0,0.73,0.75,68.0726,10.938,8.467,10.6491
TOI-1064 c,TOI-1064,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.226574,0.09429,2.651,2.5,634.0,,4734.0,0.73,0.75,68.0726,10.938,8.467,10.6491
TOI-1075 b,TOI-1075,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.6047328,0.01159,1.791,9.95,1323.0,K9 V/M0 V,3875.0,0.58,0.6,61.4592,12.615,9.115,12.0544
TOI-1107 b,TOI-1107,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.0782387,0.0561,14.572,1064.72516,1728.0,F6 V,6311.0,1.81,1.35,281.314,10.553,9.205,10.3745
TOI-1130 b,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.074554,0.0453,3.66,19.8,825.0,K6-K7,4360.0,0.7,0.74,58.2609,11.595,8.351,10.9028
TOI-1130 c,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.3501898,0.0731,13.0,336.0,650.0,K6-K7,4360.0,0.7,0.74,58.2609,11.595,8.351,10.9028
TOI-1135 b,TOI-1135,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.0277283,0.082337,9.341,51.42,1074.0,G0,5962.7,1.15,1.16,114.048,9.54,8.192,9.41353
TOI-1136 b,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.1727,0.05106,1.9,3.5,1216.0,,5770.0,0.97,1.02,84.5362,9.534,8.034,9.36789
TOI-1136 c,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.2574,0.0669,2.879,6.32,1062.0,,5770.0,0.97,1.02,84.5362,9.534,8.034,9.36789
TOI-1136 d,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.5199,0.1062,4.627,8.35,843.0,,5770.0,0.97,1.02,84.5362,9.534,8.034,9.36789
TOI-1136 e,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.801,0.14,2.639,6.07,737.0,,5770.0,0.97,1.02,84.5362,9.534,8.034,9.36789
TOI-1136 f,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),26.321,0.174,3.736,9.7,658.0,,5770.0,0.97,1.02,84.5362,9.534,8.034,9.36789
TOI-1136 g,TOI-1136,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),39.545,0.229,2.53,5.6,574.0,,5770.0,0.97,1.02,84.5362,9.534,8.034,9.36789
TOI-1173 b,TOI-1173,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),7.06466,0.0696,9.19,27.4,868.0,G9,5350.0,0.93,0.91,132.353,11.038,9.134,10.8041
TOI-1174 b,TOI-1174,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.953458,0.08,2.506,32.0,714.0,,5158.0,0.78,0.84,94.6375,10.964,8.964,10.8073
TOI-1180 b,TOI-1180,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),9.686753,0.082,3.036,10.0,638.0,,4804.0,0.74,0.78,72.0238,11.017,8.594,10.7445
TOI-1181 b,TOI-1181,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.103189,0.0364,17.026,374.71969,1942.0,F9 IV,6054.0,1.96,1.47,302.819,10.582,9.22,10.4776
TOI-1184 b,TOI-1184,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.748432,0.056,2.41,6.8,715.0,,4617.0,0.7,0.73,58.5946,10.988,8.317,10.622
TOI-1194 b,TOI-1194,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.3106446,0.034,8.717,120.0,1264.0,,5394.0,0.96,0.98,149.667,11.302,9.34,10.9887
TOI-1199 b,TOI-1199,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.671463,0.04988,10.514,75.96099,1486.0,,5710.0,1.45,1.23,248.427,11.093,9.466,10.8853
TOI-1201 b,TOI-1201,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.4919863,0.0287,2.415,6.28,703.0,M2.0 V,3476.0,0.51,0.51,37.8871,12.26,8.646,12.0966
TOI-122 b,TOI-122,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.07803,0.0392,2.72,7.85,471.0,M3 V,3403.0,0.33,0.31,62.118,15.526,10.771,14.3357
TOI-1221 b,TOI-1221,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),91.68278,0.387,2.91,1112.39942,440.0,,5592.0,1.03,0.93,138.411,10.494,9.036,10.5262
TOI-1224 b,TOI-1224,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.1782745,0.0355,2.104,5.08,541.0,,3326.0,0.4,0.4,37.3312,13.95,9.134,12.7824
TOI-1224 c,TOI-1224,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),17.945466,,2.884,8.67,303.0,,3326.0,0.4,0.4,37.3312,13.95,9.134,12.7824
TOI-1227 b,TOI-1227,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),27.36397,0.0886,9.572,66.5,244.0,M4.5V-M5V,3072.0,0.56,0.17,100.641,16.999,11.034,15.2514
TOI-1231 b,TOI-1231,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),24.245586,0.1288,3.65,15.4,330.0,M3 V,3553.0,0.48,0.49,27.6227,12.36,8.069,11.36
TOI-1235 b,TOI-1235,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.444714,0.03845,1.69,6.69,775.0,M0.5 V,3997.0,0.62,0.63,39.6345,11.495,7.893,10.8492
TOI-1244 b,TOI-1244,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),6.4003,0.061,2.376,6.6,715.0,,4722.0,0.72,0.75,102.551,11.929,9.422,11.6765
TOI-1246 b,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.30744,0.049,3.01,8.1,955.0,K V,5151.0,0.86,0.87,169.422,11.632,9.907,11.7291
TOI-1246 c,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.904137,0.061,2.451,9.1,862.0,K V,5213.0,0.86,0.89,169.422,11.632,9.907,11.7291
TOI-1246 d,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.654874,0.132,3.431,5.4,588.0,K V,5213.0,0.86,0.89,169.422,11.632,9.907,11.7291
TOI-1246 e,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),37.92548,0.212,3.514,14.5,464.0,K V,5213.0,0.86,0.89,169.422,11.632,9.907,11.7291
TOI-1248 b,TOI-1248,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.3601561,0.051,6.808,27.4,952.0,,5205.0,0.87,0.9,168.735,11.806,9.87,11.6512
TOI-1249 b,TOI-1249,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),13.079151,0.109,3.271,11.9,727.0,,5497.0,0.98,1.01,139.49,11.089,9.126,10.6987
TOI-125 b,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.65382,0.05186,2.726,9.5,1037.0,K0 V,5320.0,0.85,0.86,111.059,11.023,8.995,10.718
TOI-125 c,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.15059,0.0814,2.759,6.63,828.0,K0 V,5320.0,0.85,0.86,111.059,11.023,8.995,10.718
TOI-125 d,TOI-125,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.98,0.137,2.93,13.6,638.0,K0 V,5320.0,0.85,0.86,111.059,11.023,8.995,10.718
TOI-1259 A b,TOI-1259 A,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.477978,0.0407,11.456,140.16233,963.0,,4775.0,0.71,0.74,118.106,12.079,9.619,11.8104
TOI-1260 b,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.127463,0.0367,2.41,8.56,871.0,K6 V,4227.0,0.67,0.68,73.5977,11.922,8.95,11.5743
TOI-1260 c,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.493134,0.0657,2.76,13.2,651.0,K6 V,4227.0,0.67,0.68,73.5977,11.922,8.95,11.5743
TOI-1260 d,TOI-1260,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),16.608164,0.1116,3.12,11.84,499.0,K6 V,4227.0,0.67,0.68,73.5977,11.922,8.95,11.5743
TOI-1266 b,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.894841,0.0728,2.62,4.23,425.0,M3 V,3618.0,0.44,0.43,36.0118,12.941,8.84,12.1222
TOI-1266 c,TOI-1266,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.801611,0.1047,2.13,2.88,354.0,M3 V,3618.0,0.44,0.43,36.0118,12.941,8.84,12.1222
TOI-1268 b,TOI-1268,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),8.1577094,0.0711,9.1,96.4,919.0,K1-K2,5300.0,0.92,0.96,109.557,10.92,8.911,10.692
TOI-1269 b,TOI-1269,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.2529913,0.0496,2.401,6.4,1005.0,,5499.0,0.85,0.9,172.138,11.618,9.89,11.4712
TOI-1272 b,TOI-1272,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.31599,0.0417,4.132,27.0,975.0,,5065.0,0.79,0.88,137.572,11.758,9.701,11.6
TOI-1272 c,TOI-1272,1,2,Radial Velocity,2022,W. M. Keck Observatory,8.6811,0.079,4.95,21.7,697.0,,5065.0,0.79,0.88,137.572,11.758,9.701,11.6
TOI-1273 b,TOI-1273,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.631296,0.0549,11.097,70.55791,1211.0,,5690.0,1.06,1.06,177.118,10.98,9.417,10.8662
TOI-1278 b,TOI-1278,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.47567,0.095,12.218,5879.82553,408.0,M0 V,3799.0,0.57,0.54,75.5759,13.502,9.735,12.7543
TOI-1279 b,TOI-1279,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),9.61419,0.085,2.661,10.6,759.0,,5457.0,0.84,0.88,107.055,10.714,8.887,10.4785
TOI-128.01,TOI-128,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.9404681,0.05381,2.219,5.56,1345.0,,6086.0,1.13,0.85,68.4727,8.44,6.932,8.37173
TOI-1288 b,TOI-1288,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.6998279,0.0374,4.968,44.1,1203.0,G V,5388.0,0.96,0.96,114.865,10.445,8.779,10.4468
TOI-1288 c,TOI-1288,1,2,Radial Velocity,2022,Multiple Observatories,416.0,1.07,11.1,85.7,,G V,5388.0,0.96,0.96,114.865,10.445,8.779,10.4468
TOI-1294 b,TOI-1294,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.915292,0.051,10.124,63.9,1393.0,,5718.0,1.56,1.16,332.648,11.314,9.964,11.3998
TOI-1294 c,TOI-1294,1,2,Radial Velocity,2024,W. M. Keck Observatory,159.9,0.61,14.3,147.0,,,5718.0,1.56,1.16,332.648,11.314,9.964,11.3998
TOI-1296 b,TOI-1296,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.9443736,0.051,14.116,95.3,1415.0,,5567.0,1.7,1.16,323.265,11.37,9.742,11.2912
TOI-1298 b,TOI-1298,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.537143,0.057,9.658,99.0,1278.0,,5752.0,1.45,1.22,319.036,11.889,10.012,11.4038
TOI-132 b,TOI-132,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.1097019,0.026,3.42,22.4,1395.0,G8 V,5397.0,0.9,0.97,163.678,11.197,9.646,11.3208
TOI-1333 b,TOI-1333,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.720219,0.0626,15.648,753.2571,1679.0,,6274.0,1.93,1.46,200.492,9.438,8.272,9.35039
TOI-1338 b,TOI-1338 A,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),95.4001,0.4607,7.661,11.3,255.0,F8,5723.2,1.31,1.09,399.017,11.722,10.635,11.8764
TOI-1338 c,TOI-1338 A,2,2,Radial Velocity,2023,Multiple Observatories,215.79,0.794,10.3,75.4,,F8,6050.0,1.31,1.09,399.017,11.722,10.635,11.8764
TOI-1347 b,TOI-1347,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.84742346,0.0171,1.8,11.1,1400.0,,5464.0,0.83,0.91,147.476,11.168,9.616,11.2087
TOI-1347 c,TOI-1347,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.841962,0.0546,1.6,6.4,1000.0,,5464.0,0.83,0.91,147.476,11.168,9.616,11.2087
TOI-1386 b,TOI-1386,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),25.8401,0.173,6.216,45.8,615.0,G5V,5735.0,1.02,1.04,146.858,10.61,9.086,10.5069
TOI-1386 c,TOI-1386,1,2,Radial Velocity,2024,W. M. Keck Observatory,232.0,0.75,10.3,75.2,327.0,G5V,5735.0,1.02,1.04,146.858,10.61,9.086,10.5069
TOI-139 b,TOI-139,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),11.07085,,2.457,6.6,561.0,,4570.0,0.7,0.69,42.4061,10.55,7.64,10.0772
TOI-1408 b,TOI-1408,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.42587,0.05778,25.0,593.0,1131.0,F8 V,6117.0,1.53,1.31,139.484,9.270001,8.078,9.18795
TOI-1408 c,TOI-1408,1,2,Transit Timing Variations,2024,Transiting Exoplanet Survey Satellite (TESS),2.1664,0.03587,2.22,7.6,,F8 V,6117.0,1.53,1.31,139.484,9.270001,8.078,9.18795
TOI-1410 c,TOI-1410,1,2,Radial Velocity,2024,W. M. Keck Observatory,47.56,0.239,5.63,27.0,,,4635.0,0.76,0.79,72.7512,11.111,8.577,10.8746
TOI-1410.01,TOI-1410,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1.21687,0.0207,3.101,12.5,1237.0,,4635.0,0.76,0.79,72.7512,11.111,8.577,10.8746
TOI-1411 b,TOI-1411,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.4520527,0.02122,1.199,2.0,976.0,,4115.0,0.61,0.6,32.4778,10.51,7.25,9.87723
TOI-1416 b,TOI-1416,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.0697568,0.019,1.62,3.48,1517.0,G9 V,4884.0,0.79,0.8,55.0135,9.91,7.708,9.65254
TOI-1420 b,TOI-1420,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.9561063,0.071,11.89,25.1,957.0,,5510.0,0.92,0.99,201.918,11.655,10.119,11.738
TOI-1422 b,TOI-1422,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.9972,0.108,3.96,9.0,867.0,G2 V,5840.0,1.02,0.98,155.141,10.622,9.19,10.5521
TOI-1431 b,TOI-1431,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.650237,0.046,16.701,991.62463,2370.0,Am C,7690.0,1.92,1.9,148.925,8.03,7.439,7.97561
TOI-1437 b,TOI-1437,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),18.840942,0.14,2.24,9.6,794.0,,6008.0,1.17,1.1,103.297,9.173,7.817,9.07928
TOI-1439 b,TOI-1439,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),27.644,0.192,4.243,38.5,748.0,,5841.0,1.62,1.23,230.306,10.55,9.053001,10.4168
TOI-1442 b,TOI-1442,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.4090677,0.0071,1.17,1.71,1072.0,,3330.0,0.31,0.29,41.1659,15.39,10.089,13.7652
TOI-1443 b,TOI-1443,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),23.540678,0.147,2.304,30.0,521.0,,5224.0,0.75,0.77,85.8034,10.675,8.674,10.4596
TOI-1444 b,TOI-1444,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.4702743,0.0116,1.418,3.58,2130.0,,5460.0,0.91,0.95,125.463,10.936,9.061,10.6417
TOI-1448 b,TOI-1448,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.112245,0.0567,2.749,19.5,426.0,,3412.0,0.38,0.37,73.3345,15.678,10.765,14.4005
TOI-1450 A b,TOI-1450 A,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.0439274,,1.13,1.258,722.0,M3.0 V,3437.0,0.48,0.48,22.4467,12.28,7.565,11.2394
TOI-1450 A c,TOI-1450 A,2,2,Transit,2024,Gemini Observatory,5.0688,,1.13,1.527,533.0,M3.0 V,3437.0,0.48,0.48,22.4467,12.28,7.565,11.2394
TOI-1451 b,TOI-1451,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.537944,0.127,2.611,15.2,723.0,,5801.0,1.02,1.0,91.9362,9.584,8.073,9.42861
TOI-1452 b,TOI-1452,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),11.06201,0.061,1.672,4.82,326.0,M4 &#177 0.5 V,3185.0,0.28,0.25,30.5212,14.354,9.74,13.6233
TOI-1467 b,TOI-1467,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),5.97199,0.0495,1.676,9.0,506.0,,3776.0,0.46,0.45,37.4418,12.293,8.568,11.5622
TOI-1468 b,TOI-1468,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.8805136,,1.28,3.21,682.0,M3.0 V,3496.0,0.34,0.34,24.7399,12.5,8.497,12.1172
TOI-1468 c,TOI-1468,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),15.532482,,2.064,6.64,338.0,M3.0 V,3496.0,0.34,0.34,24.7399,12.5,8.497,12.1172
TOI-1470 b,TOI-1470,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.527093,0.0285,2.18,7.32,734.0,M1.5 V,3709.0,0.47,0.47,51.9503,13.459,9.283,12.5555
TOI-1470 c,TOI-1470,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),18.08816,0.106,2.47,7.24,373.0,M1.5 V,3709.0,0.47,0.47,51.9503,13.459,9.283,12.5555
TOI-1472 b,TOI-1472,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),6.36381,0.065,4.16,16.5,811.0,,5133.0,0.84,0.92,121.84,11.302,9.277,11.1107
TOI-1478 b,TOI-1478,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.180249,0.0903,11.882,270.47333,918.0,,5597.0,1.05,0.95,152.892,10.723,9.201,10.6624
TOI-150.01,TOI-150,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.857487,0.07037,14.067,797.7533,1404.0,F,6255.0,1.53,1.35,336.267,11.39,9.94,11.3408
TOI-1516 b,TOI-1516,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.056014,,15.244,1004.33777,1839.0,F8 V,6520.0,1.14,1.14,247.054,10.858,9.669,10.7156
TOI-1518 b,TOI-1518,1,1,Transit,2021,Multiple Observatories,1.902603,0.0389,21.017,731.00534,2492.0,F0,7300.0,1.95,1.79,225.888,8.952,8.325,8.89529
TOI-157 b,TOI-157,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.0845435,0.03138,14.415,375.0394,1588.0,G9 IV,5404.0,1.17,0.95,355.683,12.725,10.892,12.5143
TOI-1601 b,TOI-1601,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.33175,0.069,14.199,387.0,1494.0,,5982.0,2.2,1.51,336.608,10.66,9.191,10.5276
TOI-163 b,TOI-163,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.231306,0.058,16.69,387.7526,1669.0,F,6495.0,1.65,1.44,411.719,11.467,10.124,11.2193
TOI-1634 b,TOI-1634,2,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.9893455,0.01545,1.773,7.57,924.0,M2,3472.0,0.45,0.45,35.2736,13.217,8.6,12.1965
TOI-1634 c,TOI-1634,2,2,Radial Velocity,2022,Multiple Observatories,103.0,,,,,M2,3472.0,0.45,0.45,35.2736,13.217,8.6,12.1965
TOI-1669 b,TOI-1669,1,2,Radial Velocity,2023,W. M. Keck Observatory,500.0,1.27,14.1,191.0,,,5497.0,1.06,0.99,111.276,10.218,8.462,10.0089
TOI-1669 c,TOI-1669,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),2.6800535,0.0376,2.296,13.0,1285.0,,5497.0,1.06,0.99,111.276,10.218,8.462,10.0089
TOI-1670 b,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),10.98462,0.103,2.06,41.31769,1062.0,F7 V,6170.0,1.32,1.21,168.067,9.889,8.724,9.81934
TOI-1670 c,TOI-1670,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),40.74976,0.249,11.063,200.2319,684.0,F7 V,6170.0,1.32,1.21,168.067,9.889,8.724,9.81934
TOI-1680 b,TOI-1680,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.8026345,0.03144,1.466,2.75,404.0,M4.5+/-0.5,3225.0,0.21,0.18,37.2209,15.87,10.821,14.6457
TOI-1683.01,TOI-1683,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),3.0575356,0.036508,2.638,7.45,929.0,,4402.0,0.7,0.69,51.1884,10.97,8.085,10.5084
TOI-1685 b,TOI-1685,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.66913924,0.01138,1.468,3.03,1062.0,M2.65 V,3575.0,0.46,0.45,37.6153,13.378,8.758,12.2956
TOI-169 b,TOI-169,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.2554477,0.03524,12.173,251.40353,1715.0,G1 V,5880.0,1.29,1.15,407.84,12.355,10.815,12.2379
TOI-1691 b,TOI-1691,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),16.7369,0.126,3.565,14.6,703.0,,5642.0,1.01,0.96,111.445,10.134,8.535,9.97302
TOI-1693 b,TOI-1693,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.7666957,0.0226,1.41,2.57,764.0,,3499.0,0.46,0.49,30.7947,12.962,8.331,11.8373
TOI-1694 b,TOI-1694,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.770107,0.045,5.342,31.3,943.0,,5058.0,0.8,0.85,124.68,11.446,9.425,11.3103
TOI-1694 c,TOI-1694,1,2,Radial Velocity,2023,W. M. Keck Observatory,393.1,0.1,13.8,297.0,,,5058.0,0.8,0.85,124.68,11.446,9.425,11.3103
TOI-1695 b,TOI-1695,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.1342791,0.033548,1.9,6.36,698.0,M1 V,3690.0,0.52,0.51,45.1309,12.989,8.818,12.1364
TOI-1696 b,TOI-1696,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.500311,0.0229,3.09,48.8,489.0,M5V,3185.0,0.28,0.26,64.9172,16.82,11.331,15.3314
TOI-1710 b,TOI-1710,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),24.283377,0.166,5.203,22.4,603.0,G5 V,5684.0,0.96,1.03,81.2271,9.545,7.959,9.35983
TOI-172 b,TOI-172,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.47725,0.0914,10.817,1722.6386,1198.0,,5645.0,1.78,1.13,342.831,11.299,9.722,11.1927
TOI-1723 b,TOI-1723,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),13.72641,0.114,3.292,10.4,783.0,,5743.0,1.09,1.04,100.727,9.664,8.133,9.53596
TOI-1728 b,TOI-1728,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.49151,0.0391,5.05,26.78,767.0,M0,3980.0,0.62,0.65,60.798,12.39,8.803001,11.7294
TOI-1736 b,TOI-1736,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.073076,0.073,3.182,12.3,1100.0,,5636.0,1.43,1.04,88.9482,8.953,7.283,8.77969
TOI-1736 c,TOI-1736,1,2,Radial Velocity,2023,Haute-Provence Observatory,571.25,1.37,12.5,2800.0,249.0,,5636.0,1.43,1.04,88.9482,8.953,7.283,8.77969
TOI-1739 b,TOI-1739,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),8.303342,0.0742,1.695,3.52,756.0,,4922.0,0.75,0.79,70.9819,10.692,8.388,10.4185
TOI-1742 b,TOI-1742,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),21.269084,0.154,2.365,9.7,694.0,,5815.0,1.13,1.09,72.8871,8.863,7.335,8.72791
TOI-1749 b,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.38839,0.0291,1.39,57.0,831.0,M0 V,3985.0,0.55,0.58,99.5561,13.86,10.27,13.1798
TOI-1749 c,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.4929,0.0443,2.12,14.0,673.0,M0 V,3985.0,0.55,0.58,99.5561,13.86,10.27,13.1798
TOI-1749 d,TOI-1749,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),9.0497,0.0707,2.52,15.0,533.0,M0 V,3985.0,0.55,0.58,99.5561,13.86,10.27,13.1798
TOI-1751 b,TOI-1751,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),37.46852,0.215,2.951,19.5,652.0,,5970.0,1.31,0.94,113.335,9.327,7.934,9.18941
